Serial_Number,SourceLib,HMDB_Number,Compound,name_short,Derivatized_compound_name,Parent_Mass_of_derivatized_compound,RT,RI,MZ,Intensity,Intercept,Slope,,
66,Organic Acid,,Suberic acid,,,,24.512,1707.8,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49.1 50 51 52 53.1 54.2 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63 64 65.1 66.1 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95.1 96.1 97.1 98.1 99.1 100.1 101.1 102 103.1 104.1 105.1 106.1 107.1 108.2 109.1 110.1 111.1 112.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120.1 121.1 122.1 123.1 124.1 125.1 126.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137.1 138.1 139.1 140.1 141.1 142.1 143.1 144.1 145.1 146.2 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.2 155.1 156.1 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.2 169.2 170.1 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178.1 179 180 181.2 182.2 183.2 184.2 185.1 186.2 187.2 188.2 189.2 190.1 191.1 192.1 193.1 194.1 195.1 196.1 197.1 198.2 199.1 200.2 201.2 202.1 203.1 204.2 205.2 206.1 207.1 208.2 209.1 210.2 211.2 212.1 213.1 214.2 215.2 217.2 218.2 219.1 220.1 221.2 222.1 223 225 226 227.2 228.2 229.2 230.2 231.2 232.1 233.2 234.2 235.1 239 241.1 242.3 243.2 244.2 245.2 246.2 247.1 248.2 248.9 250.1 257.2 258.2 259.2 260.2 261.2 262.2 263.1 264.1 269.1 272.2 273.2 274.2 275.2 276.2 277.2 278.2 279.1 281 285.2 286.2 287.2 288.1 289.1 290.1 300.2 301.2 303.2 304.2 305.2 306.2 307.2 308.2 317.2 318.3 319.2 320.2 321.2 377.1 391.3 392.3 393.1 465.3,2229 45256 9802 55464 20992 99176 6681 46080 2304 1707 365 1007 814 6469 6804 409024 35672 13698 23720 32712 11798 80784 4550 2943 285 1816 4776 90360 18880 180544 16512 11006 63048 1385472 143552 1020992 72728 55960 3980 61384 5902 27576 26288 267712 23760 20680 26880 10736 10869 25008 4331 20320 3831 188480 20192 222528 25152 228864 17544 37528 5581 25608 4939 28176 3077 6407 881 1589 1776 107672 82864 115120 10879 13476 2610 20024 97952 515904 53920 31040 4638 132224 11265 2454 577 3319 1009 9106 7037 536640 81224 65344 70392 120232 18568 15712 3666 30944 453312 588928 53104 23112 13680 72752 57432 90664 14600 728640 119672 632128 91128 51296 4858 4591 1241 34240 20056 59624 19744 30624 5650 4309 6548 7902 1768 2040 713 7695 9655 1013120 161344 192768 44064 23360 34880 8062 2179 2832 558 572 208 585 4698 19232 27288 275776 95048 1299968 197888 74096 13219 42792 6844 4472 838 5224 853 1289 480 11085 107072 22536 6075 29120 399040 90144 35840 6359 1002 847 11576 45616 9343 129104 20864 9386 467776 102880 43800 6598 1357 234 243 187 212 2796 55048 55424 10800 41320 10100 5071 968 347 156 1783 647 35880 8264 11045 6299 2036 1130 286 166 2939 2631 127624 28952 15143 6109 1655 396 252 216 1987 1683 8628 22720 5659 2028 357 274 7042 1690 2313 510 544 276 4455 1745 1106432 270080 115016 18400 3629 339 4041 4935 3653 984 286 230 1892 745 285 225 ,0.00088,3.98865,0.997,0.9963
49,Organic Acid,,Succinic acid,,,,16.602,1323.54,41.1 42.1 43.1 44.1 45.1 46.1 47 48 49 50 51.1 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62 63 65 66 66.9 68 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 81.1 82 83.1 84 85.1 86.1 87.1 88.1 89 90.1 91.1 92.1 93 95.1 96 97 98 99.1 100.1 101 102 103 104 105 106.1 107 109.1 111 112.1 113.1 114 115 116.1 117 118 119 120.1 121 124 125.2 126.1 127 128.1 129.1 130.1 131.1 132.1 133.1 134 135 136 137 140.9 142 143.1 144.1 145.1 147.1 148.1 149.1 150.1 151.1 152.1 155.1 156.1 157 158 159.1 160 161 162.1 163.1 164.1 165.1 170 172.1 173.1 174.1 175.1 176.1 177.1 177.9 179.1 182.8 185 187.1 188.2 189.1 190.1 191.1 192.1 192.9 194.1 198.2 201.1 202.1 203.1 204.1 205.1 206.1 207 207.9 208.9 212 215 217.1 218.2 219.2 220.2 221.1 222.1 223 230 231.1 232 233.1 240 245.2 247.1 248.1 249.1 250.1 251.1 252.2 253 253.9 259.1 260 261.1 262.1 263.2 264.1 265.1 267 276.2 281.2 282 335.2 349.2 409.2,1423 2844 19776 17560 84856 6098 34024 1817 1349 194 2940 1887 1980 1641 98272 78656 19416 20456 23432 6890 27336 2071 1109 361 6293 1294 565 1038 4877 5973 38904 847360 82056 269504 19592 12471 841 739 545 4462 2284 2242 6978 13340 5828 3627 7210 992 1023 210 502 262 168 599 609 5828 1217 8495 2308 7265 1403 4057 536 586 242 769 306 17432 2973 16632 60672 28000 3361 6245 887 644 195 192 210 705 7156 97416 18104 41216 6907 79608 11537 8771 848 430 252 707 11761 2345 21600 3122688 520320 280832 28744 7954 557 279 4992 4778 1016 1686 602 870 2591 9163 1519 883 354 156992 93384 16880 8988 1323 1195 255 186 177 425 528 480 1459 6188 2448 801 352 174 261 616 198 12384 2603 1255 248 975 217 197 183 180 10869 43416 9570 3668 2070 426 244 151 1997 551 538 152 711 496768 103056 47440 6571 1264 159 253 160 216 155 314 23176 5674 2453 520 166 168 604 224 269 263 242 ,-0.01435,0.53501,0.9935,0.9919
96,Saliva,NA,Succinic acid,NA,Succinic acid,NA,,1303,43 44.1 45 47 55 55.9 58 58.9 61 72 73 74 75 76 85 86 87 88.95 98.95 100.85 102.95 104.95 112.95 114.85 115.85 116.95 128.95 129.85 130.95 132.95 133.95 147 148 149 156.9 171.9 173 247 248.1,14694 6928 44488 17200 19936 8309 7546 8187 7529 4211 73600 8868 65312 4623 1512 2175 730 1106 1104 905 625 611 881 1575 784 1193 14589 1519 1548 3286 610 68536 10759 5155 794 3454 2136 4744 940 ,,,,
59,Organic Acid,,Sumiki's acid,,,,21.746,1561.67,40.1 41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49.1 50.1 51.1 52.1 53.1 54 55.1 56 57.1 58.1 59.1 60.1 61.1 62 63.1 64 65.1 66.1 67 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90.1 91.1 92.1 93 94.1 95.1 96.1 97.1 98.1 99.1 101 102 103.1 104.1 105.1 106.1 108.1 109.1 110.1 111.1 112.1 113.1 115 116.1 117 118 119 120.7 122.2 123.1 124.1 125.1 126.1 128.1 131.1 132.1 133.1 134.1 135 136 137.1 138.1 139.1 140.1 141.1 142.1 143.1 144 145.1 147.1 148.1 149.1 150.1 151.1 152.1 153.1 154.1 155.1 156 157.1 158 159.1 160 161 162 163.1 164.1 165 166.1 167.1 168.2 169.1 170.1 171.1 172.1 173.1 174.1 175.1 176 177 178 179.1 180.1 181 182.1 183.1 184.1 185.1 186 187.1 188.1 189 190 191 192 193.1 194.1 195.1 197.1 198.1 199.1 200.1 201.1 202.1 203 204.1 205.1 206.2 207.1 207.9 209.1 210 211.1 212.1 213.1 214.1 215.1 216.1 217 218 221.1 223 224.2 225.1 226.2 227.1 228.1 229.1 230.2 230.9 231.2 233 237 239.2 240.2 241.1 242.2 243.1 244.1 245.1 246.1 251.1 253 254 255 256.1 257.1 258.1 259.1 267.1 269.3 270.2 271.2 272.2 273.1 274.2 275.1 276.1 277.3 281.1 284.1 285.2 286.2 287.2 288.2 289.2 290.1 345 359.3 433.3,1387 1694 1878 18744 12001 77720 5281 16688 985 816 3072 16025 49328 8147 1673 5828 1594 6029 11603 35680 4770 12239 1577 3244 2232 4579 51240 9912 2522 7223 3818 14617 22912 886656 76816 176576 13415 36640 21392 53464 25120 17032 2879 15706 6251 24328 7337 7105 1096 5054 904 29272 14324 7497 6527 47040 20408 10262 7335 16768 3533 1318 7547 1361 5267 34744 11004 18192 15845 81040 11051 31648 7955 2119 12659 2166 9409 9844 3304 776064 64088 19648 3670 182656 23096 4637 125160 18240 15004 1841 17096 17352 13318 4069 2612 1306 6982 1380 2208 1678848 268160 169728 19272 10455 3848 115888 22496 10054 1793 12411 2159 2864 508 987 295 2264 437 931 2354 10419 6818 799744 112856 41320 3950 6803 1203 1023 255 925 260 1353 652 5574 17952 9325 2158 2399 575 472 246 489 224 968 291 1341 389 2898 468416 71512 29288 3511 1530 622 437 372 234 158 970 265 3185 942 3502 808 1002 1168 1722 753 781 165 168 347 165 1986 683 42496 9688 4432 783 191 198 185 395 314 232 7666 4035 28160 5581 2429 351 171 715 339 1536 5268 1777 1262 315 250 1645 5693 1692160 381376 167232 25344 5038 558 164 233 180 12403 100864 25256 10351 1354 212 159 206 225 ,-0.02711,2.92432,0.9962,0.9949
14,Serum,HMDB00167,Threonine,THR,threonine 3TMS,335,22.588,1374,43.1 44.1 45.1 47.1 57.1 58.1 59.1 73.1 74.1 75 80.8 82.1 83 84 85 86.05 87.05 88.15 88.95 90.95 93.05 94.05 94.95 95.95 97.15 98.05 98.95 100.05 101.05 102.15 103.05 104.05 105.05 109.95 110.95 112.05 112.95 114.05 115.05 116.05 117.05 118.05 119.05 120.05 126.15 127.05 128.05 129.05 130.05 131.1 132.1 133.1 134.1 135.1 136 140.1 142.1 143 144.1 145.1 147.1 148.1 149.1 150 156 157.2 158.1 159.1 160 161 162.1 163.1 172.1 173 174 175.1 176.1 177.05 177.95 186.15 187.15 188.15 189.15 190.05 191.15 192.05 193.05 202.05 203.05 204.05 205.15 206.05 206.95 215.95 218.05 219.05 220.05 221.05 222.2 223.2 230.2 231.1 232.3 248.1 276.25 291.15 292.15 293.15 294.15 295.15 320.1 321.2 322.2,19984 16005 71200 9058 37944 8741 22928 316544 29680 34768 208 374 393 2443 1768 6119 3342 871 460 232 319 189 324 427 524 1784 996 23384 42472 7529 5843 963 665 246 384 965 896 6899 4854 2198 68504 8637 4236 377 177 410 7281 6970 5553 6958 7887 9543 2205 1051 261 199 272 268 1339 393 25864 4664 3345 346 284 232 1348 1247 2837 637 233 403 1246 260 1308 382 523 1003 215 1243 460 931 361 532 1441 312 385 4229 6580 2652 916 244 555 490 44896 36592 8410 3204 940 176 490 308 473 372 196 11466 7473 2614 1038 215 1440 426 227,-0.1871,0.0041,,
68,Organic Acid,,trans-Aconitic acid (3TMS),,,,25.579,1767.91,41.1 42.1 43.1 44.1 45.1 46.1 47.1 48 49 50 51 52.1 53.1 54.1 55.1 56.1 57.1 58.1 59.1 60.1 61.1 62.1 63.1 64 65.1 66.1 67.1 68.1 69.1 70.1 71.1 72.2 73.1 74.1 75.1 76.1 77.1 78.1 79.1 80.1 81.1 82.1 83.1 84.1 85.1 86.1 87.1 88.1 89.1 90 91.1 92.1 93.1 94.1 95.1 96.1 97.1 98.1 99.1 100.1 101 102.1 103 104 105 106 107.1 108.1 109.1 110.1 111.1 112.1 113.1 114.1 115.1 116.1 117.1 118.1 119.1 120.1 121.1 121.9 123.1 124.1 125.1 126 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136.1 137 138.1 139.1 140.1 141.1 142.1 143.1 144 145.1 147.1 148.1 149.1 150.1 151.1 152 153.1 154.1 155.1 156.1 157.1 158.1 159.1 160 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169.1 170.1 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182.1 183.1 184.1 185.1 186.1 187.1 188.2 189.1 190.1 191.1 192.1 193.1 194.1 195 196.1 197.1 198.1 199.1 200.1 201.1 202.1 203.1 204.1 205.1 206.1 207.1 208.1 209.1 211.1 212.1 213.1 214.1 215.1 216.1 217.1 218.1 219.1 221.1 222.2 223.1 224.1 225.1 226.2 227.1 228.2 229.2 230.2 231.2 232.2 233.2 234.2 235.1 236.1 237.1 238 239 240.1 241.1 242.1 243.1 244.2 245.1 246.2 247.2 248.1 249.1 250 251 252.1 253.1 254.1 255.2 256.2 257.1 258.1 259.1 260.2 261.1 262.1 263.2 264.1 265.1 266.2 267.1 268 269.1 270.1 271.2 272.2 273.2 274.2 275.2 276.2 277.2 278.2 279.2 280.1 281.1 282.2 283.2 285.1 286.1 287.1 288.1 289.1 290.1 291.2 292.3 295.1 297.1 298.1 299.1 300.2 301.2 302.2 303.2 304.2 305.2 306.2 307.1 308.1 309.1 313 314.2 315.2 316.2 317.2 318.2 319.2 320.2 321.2 327 328.1 329.2 330.2 331.2 332.2 333.2 334.2 335.2 336.1 343.3 344.2 345.3 346.2 347.2 348.2 349.2 350.3 351.2 357.1 359.2 360.2 361.2 371.1 372.2 373.3 375.2 376.2 377.2 378.2 379.2 380.2 381.2 389.2 390.3 391.2 392.2 393.2 447.4 448.3 449.3 463.3 464.3 465.3 466.3 537.3 538.4 539.3,914 1785 19608 25776 141312 9473 24704 1158 859 366 936 2806 13633 2812 8749 2074 7762 11434 26216 5071 20312 1405 1107 491 3017 17888 185024 13078 14451 7296 10365 51984 2100224 186624 324480 20840 12911 2163 5144 4362 22592 19688 23928 4838 9895 1504 4660 2927 7277 1098 1257 703 8054 1979 24872 20424 87760 13101 15170 2391 7336 2624 14484 2362 6205 1132 1597 3592 5912 9392 16307 14236 12396 2458 17904 13279 51504 7120 19288 2668 5170 1193 8169 2061 6727 3943 9363 3283 7083 2289 78032 14876 298048 41456 35544 4277 3533 2743 22256 13257 52960 9167 22448 3745 8218 3479552 572736 462144 54232 23880 2535 3247 7918 34552 26584 48160 9518 15918 2566 11992 2574 10802 1884 1446 742 2910 4192 72192 16184 26112 7688 12519 3208 3932 1443 14508 2539 2267 629 1748 18056 64128 130632 48280 11800 6184 1631 6358 5423 17808 3743 5757 1294 15066 2934 5672 2680 13639 5516 18848 7219 4258 5294 11334 2946 46680 9748 7611 1065472 164992 111120 24048 567232 113064 57032 9007 2802 102888 22784 13889 2413 1743 1068 16536 101360 2420224 530688 226944 31320 6446 808 713 244 876 255 419 412 6080 2837 18280 8294 33632 7439 4952 1105 710 223 413 157 407 643 2636 42584 167296 45632 29624 5350 2137 524 272 207 608 224 435 168 1226 3342 18528 174208 102648 30392 22752 5513 2505 1674 776 360 784 436 879 945984 215744 129984 22608 10998 1962 1146 269 579 244 302 3977 233664 64432 26272 80176 22128 11626 2332 845 244 182 167 1822 1355 629 4563 8050 4143 1547 473 190 200 717 4761 22016 7210 12124 3204 1516 336 197 1157 3685 238080 76752 36392 8153 2156 294 341 1101 337 328 150 1434 2090 1661440 522816 261952 55456 14373 2335 469 1109 9601 3102 1745 334 298 171 275 3604 1167 781 229 967 461 318 ,0.06123,1.52164,0.9814,0.9752
80,Organic Acid,,trans-Ferulic acid,,,,31.006,2107.95,41 42 43.1 44.1 45.1 46.1 47.1 48 49 50.1 51.1 52 53 54.1 55.1 56 57.1 58.1 59.1 60.1 61 62 63.1 64 65.1 66 67.1 68.1 69.1 70.1 71.1 72.1 73.1 74.1 75.1 76.1 77.1 78 79.1 80 81 82.1 83.1 84.1 85.1 86.1 87.2 88.1 89.1 90.1 91.1 92.1 93.1 94.1 95 96.1 97.1 98 99.1 100 101.1 102.1 103 104.1 105.1 106.1 107.1 108 109.5 111.1 111.8 113 114.1 115.1 116.1 117.1 118.1 119.1 120.1 121.1 122.1 123.1 125.1 127.1 128.1 129.1 130.1 131.1 132.1 133.1 134.1 135.1 136 137.1 138.1 139.1 140.9 142.1 143.1 144.1 145.1 146.6 147.9 149.1 150.1 151.1 152.1 154.1 157.1 158.1 159.1 160.1 161.1 162.1 163.1 164.1 165.1 166.1 167.1 168.1 169.1 170.2 171.1 172.1 173.1 174.1 175.1 176.1 177.1 178.1 179.1 180.1 181.1 182.1 183 184 185.1 186.1 187.1 188.1 189.1 190.1 191.1 192.1 193.1 194.1 195.1 196.1 197.1 198 199 200.1 201.1 202.1 203.1 204.1 205.1 206.1 207.1 208.2 209.2 210.1 211.1 212.1 213 214.1 215.1 216.1 217.1 218.1 219.1 220.1 221.1 222.2 223.1 224.1 225.1 226.1 227 229.1 230 231.1 232.1 233.1 234.1 235.1 236.1 237.1 238.1 239.1 240 241.2 243.1 244.1 245.1 246.1 247.2 248.2 249.2 250.2 251.2 252.2 253.2 254.2 255.2 256.2 257.1 259.2 260.1 261.1 262.2 263.2 264.2 265.2 266.2 267.2 268.1 269.1 273 274.1 275.1 276.1 277.1 278.2 279.2 280.2 281.2 282.2 283.1 284.1 287.9 289.2 290.1 291.2 292.2 293.2 294.2 295.2 296.2 297.2 298.1 299.2 303.3 304.1 305.2 307.2 308.2 309.2 310.2 311.2 312.2 313.2 319.1 319.5 321.2 323.2 324.2 325.2 326.2 327.2 328.2 329.2 334.1 335.3 337.3 338.3 339.3 340.2 341.3 342.2 343.2 352.1 411.2 412.3,627 722 10491 12029 78384 4934 10592 420 431 1039 4292 724 2902 481 3204 836 4214 9758 63272 5519 10491 1805 6557 1109 2104 782 1359 620 2844 2951 4247 17104 678848 61320 148544 14762 19288 3415 4077 1166 1772 997 7363 1349 4043 810 3110 26968 80792 10118 16736 3080 3136 1274 3965 1262 1725 1099 3648 956 6417 39720 18680 6086 11691 1810 5002 1371 9575 3898 740 1366 1916 54656 25712 72120 21312 18584 4424 6533 2161 2210 18808 4027 8259 13770 10477 26720 9276 35456 6267 36024 5968 16856 3506 127864 2780 10177 15710 7131 96664 326400 39328 26056 8672 7284 1467 177600 3150 5059 16608 45408 51520 12649 28208 7894 11980 12584 3083 1067 916 443 3891 3141 23064 14187 124248 28352 23080 9706 167104 29040 12375 1923 871 330 4804 2931 12424 10261 45632 127152 213952 118944 34552 7885 4091 1441 1097 221 1134 910 8384 3856 88576 57488 78720 23176 30000 6193 125944 22312 6527 953 1165 573 2463 6481 28456 116928 453888 101416 87848 39616 24736 5773 2669 460 281 1413 869 9928 17984 88408 21888 18152 10960 5719 1362 2392 515 297 509 357 1931 1860 23888 20264 1268224 262656 84392 11599 16240 3969 1933 308 187 1191 495 4537 2183 56376 49488 37640 11652 4884 1229 325 434 212 1705 879 7521 6893 365248 96744 36984 6170 1180 204 176 1458 822 5130 7151 1040128 256704 106360 17696 4899 855 298 366 722 1944 57040 1668608 434304 174656 29408 5367 769 259 227 5869 1853952 499392 198976 34864 6759 837 160 230 995 50816 2997760 862208 339776 63152 11074 1482 170 328 360 ,-0.00967,4.37729,0.997,0.9963
120,Saliva,NA,Tryptophan,NA,Tryptophan,NA,,-1,43 44 45 47 58 59 73 74 75 82.9 83.9 86 87 88.95 91.05 97.95 100.05 101.05 101.95 102.95 103.95 104.95 114.05 115.05 115.95 116.95 117.95 119.05 127.95 129.05 129.95 130.95 131.95 132.95 133.95 143 144 145 146 147.1 148 149.1 156 157 158 159 160 161 168.9 170 172 172.9 174 184.05 185.05 186.05 187.05 188.05 188.95 190.05 198.95 200.05 202.05 203.05 204.05 204.95 213.05 213.95 215.05 218.05 219.05 220.15 229.1 230.1 231 291.15 292.15 293.15 302.15 303.05 304.15 377.05 378.05 405.05,19624 13620 79160 6430 7466 11627 329280 31000 28520 506 888 2484 1455 583 935 594 13757 6078 3664 2899 759 1517 549 2757 1146 2346 632 1145 975 2349 9210 4731 5585 2834 1135 779 1447 3551 1893 11635 2170 948 1685 1061 1496 1728 2225 570 1022 2513 2794 818 1924 2293 1305 4728 1752 2611 947 2497 1993 6948 138176 28728 7862 1433 500 787 990 8574 1700 976 1016 4168 1162 14008 3721 2088 1397 2431 1016 799 501 762 ,,,,
28,Serum,HMDB00158,Tyrosine,TYR,3TMS,397,NA,1928,43.05 44.05 45.05 47.05 58.05 59.05 73.05 74.05 75.05 77.05 81.3 83 84.1 84.9 86.1 89 90 91.1 92.1 95.1 96.2 96.9 99.1 100.1 101.1 102.1 103.1 104 105.1 115 117.1 118 119.1 119.9 127.95 130.05 131.05 132.05 132.95 134.05 135.05 145.95 147.05 148.05 149.05 149.95 160.05 160.85 161.95 163.15 164.05 164.95 174.2 175.1 176.1 177.2 179.1 180.1 180.9 190 191 192.1 193 203 207 207.9 209 218.05 219.15 220.05 221.15 223.05 265.1 279.1 280.1 281.1 282.2 292 354.2 355.2 382.2,2154 5161 7659 1382 941 986 37160 3698 4088 2357 193 152 209 183 218 463 482 835 164 201 280 215 217 4826 692 349 520 242 512 329 441 154 226 154 159 413 753 623 860 305 305 268 3232 818 750 184 347 238 163 631 257 379 260 152 314 381 3125 689 217 200 248 526 320 257 1203 325 188 22680 4012 2012 288 176 243 252 2623 831 261 154 646 236 257,-0.0694,0.003,,
98,Saliva,NA,Uracil,NA,Uracil,NA,,1330,43 44 45 58 59 70 72 73 74 75 82 82.9 84 84.9 86 86.9 87.95 88.95 93.85 95.05 95.95 96.95 98.95 99.95 100.95 102.05 102.95 104.95 105.75 108.95 109.95 110.95 112.05 112.95 114.95 115.95 116.85 123.95 125.05 125.95 126.95 127.95 128.75 130.85 131.95 132.95 141.9 147 148 149 153 156 157 157.9 159 166.9 168.1 168.9 171.9 173.9 182.95 183.95 184.95 197.05 239.1 241 242 243 243.9 255 256 257 258,35664 11482 64600 7237 12228 13404 14166 78128 7781 7176 1050 1187 3468 9837 4613 1726 531 684 638 1689 3660 2248 91984 30776 11431 2232 1748 1634 513 4907 968 1274 819 6617 1433 657 2218 781 1062 9193 1938 1175 504 5362 1036 2405 614 30272 4545 2435 1894 870 1555 1335 505 834 560 2113 528 711 1746 792 934 504 736 37224 8034 4112 576 16528 14436 3385 1475 ,,,,
9,Serum,HMDB00294,Urea,URE,urea 2TMS,204,19.709,1239,43.1 44.1 45.1 46.1 47.1 58.1 59.1 66.1 72 73.1 74 75 79 83 84.1 85 86.05 87.05 88.05 89.05 90.05 90.95 91.85 92.95 94.05 95.15 97.05 99.05 100.05 101.05 101.95 103.05 104.15 105.05 105.95 107.05 111.05 113.05 114.05 115.05 116.05 116.95 117.95 118.85 127.05 129.05 130.05 131 132.1 133.1 134 135.2 141.1 147.1 148.1 149.1 150.1 155 155.9 157 158.1 159 171 172 173 174 175.1 185.95 189.15 190.05 191.05 192.05 204.15 205.15 207.05,28128 28432 48040 10642 7912 9154 16664 18336 9283 60376 24648 17064 7898 670 1258 2778 2104 9441 1912 670 1146 420 205 166 161 182 346 12901 9089 3926 2160 1534 229 942 214 178 238 1645 1286 2724 1832 2385 622 249 370 352 6517 5590 4059 2410 629 302 212 99680 16544 7675 600 338 153 1112 280 358 7521 1528 4112 679 357 224 59344 9666 5457 503 1190 321 509,-0.1538,0.0009,,
8,Serum,HMDB00883,Valine,VAL,valine 2TMS,261,19.057,1209,41.1 42.1 43.1 44.1 45.1 47 55.1 57.1 58.1 59.1 70.1 73 74.1 75 80.3 80.8 82.1 83 84 85 86.15 86.95 88.05 91.05 92.35 93.15 93.95 95.15 95.85 96.95 98.05 99.05 100.05 101.05 102.05 103.05 104.05 104.95 108.15 110.05 112.15 113.15 114.05 115.05 115.85 117.05 118.05 119.05 125.95 128.05 129.05 130.05 131 132 133.1 134.1 135 142.2 144.1 145.1 146.1 147.1 148.1 149.1 150 152.2 156.1 157 158.1 159.1 160 163 174.2 203.15 207.05 218.05 219.05 220.05 221.15 246.1,7337 3066 17880 10258 32096 4331 4037 3767 5568 12848 3525 104456 9534 12578 329 427 895 704 812 779 1897 553 437 181 163 205 200 179 357 291 814 624 8973 1761 1104 2591 174 301 182 227 1089 370 2056 1010 202 1025 377 550 368 1680 859 1160 1364 1981 2533 394 393 354 70016 9261 3041 11022 1912 1113 190 153 702 191 383 169 585 171 308 543 318 11249 2151 786 187 296,-0.0614,0.0014,,
